Exp,Round,Item,Condition,Item.Nr,sentences,role,id,partner_id,group_enumeration
8,3,111_1,111,1,[],receiver,3,1,21
8,3,011_3,11,3,[],receiver,3,4,22
8,3,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
8,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
8,3,110_3,110,3,[],producer,4,1,17
8,3,111_3,111,3,[],producer,4,2,18
8,3,011_3,11,3,[],producer,4,3,19
8,3,111_3,111,3,[],receiver,4,3,20
8,3,110_1,110,1,[],receiver,4,2,21
8,3,001_3,1,3,[],receiver,4,1,22
8,3,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
8,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
8,4,011_2,11,2,[],producer,1,2,25
8,4,100_2,100,2,[],producer,1,3,26
8,4,101_1,101,1,[],producer,1,4,27
8,4,111_1,111,1,[],receiver,1,4,28
8,4,101_3,101,3,[],receiver,1,3,29
8,4,100_3,100,3,[],receiver,1,2,30
8,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
8,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
8,4,101_2,101,2,[],producer,2,3,25
8,4,101_3,101,3,[],producer,2,4,26
8,4,100_3,100,3,[],producer,2,1,27
8,4,011_2,11,2,[],receiver,2,1,28
8,4,101_2,101,2,[],receiver,2,4,29
8,4,010_1,10,1,[],receiver,2,3,30
8,4,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
8,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
8,4,110_1,110,1,[],producer,3,4,25
8,4,101_3,101,3,[],producer,3,1,26
8,4,010_1,10,1,[],producer,3,2,27
8,4,101_2,101,2,[],receiver,3,2,28
8,4,100_2,100,2,[],receiver,3,1,29
8,4,010_3,10,3,[],receiver,3,4,30
8,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
8,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
8,4,111_1,111,1,[],producer,4,1,25
8,4,101_2,101,2,[],producer,4,2,26
8,4,010_3,10,3,[],producer,4,3,27
8,4,110_1,110,1,[],receiver,4,3,28
8,4,101_3,101,3,[],receiver,4,2,29
8,4,101_1,101,1,[],receiver,4,1,30
8,4,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
8,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
8,5,111_2,111,2,[],producer,1,2,33
8,5,011_3,11,3,[],producer,1,3,34
8,5,110_2,110,2,[],producer,1,4,35
8,5,010_2,10,2,[],receiver,1,4,36
8,5,011_2,11,2,[],receiver,1,3,37
8,5,110_2,110,2,[],receiver,1,2,38
8,5,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
8,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
8,5,111_1,111,1,[],producer,2,3,33
8,5,100_2,100,2,[],producer,2,4,34
8,5,110_2,110,2,[],producer,2,1,35
8,5,111_2,111,2,[],receiver,2,1,36
8,5,001_2,1,2,[],receiver,2,4,37
8,5,110_2,110,2,[],receiver,2,3,38
8,5,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
8,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
8,5,001_3,1,3,[],producer,3,4,33
8,5,011_2,11,2,[],producer,3,1,34
8,5,110_2,110,2,[],producer,3,2,35
8,5,111_1,111,1,[],receiver,3,2,36
8,5,011_3,11,3,[],receiver,3,1,37
8,5,100_3,100,3,[],receiver,3,4,38
8,5,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
8,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
8,5,010_2,10,2,[],producer,4,1,33
8,5,001_2,1,2,[],producer,4,2,34
8,5,100_3,100,3,[],producer,4,3,35
8,5,001_3,1,3,[],receiver,4,3,36
8,5,100_2,100,2,[],receiver,4,2,37
8,5,110_2,110,2,[],receiver,4,1,38
8,5,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
8,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
8,6,010_3,10,3,[],producer,1,2,41
8,6,101_3,101,3,[],producer,1,3,42
8,6,010_2,10,2,[],producer,1,4,43
8,6,100_1,100,1,[],receiver,1,4,44
8,6,001_1,1,1,[],receiver,1,3,45
8,6,011_1,11,1,[],receiver,1,2,46
8,6,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
8,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
8,6,100_1,100,1,[],producer,2,3,41
8,6,111_3,111,3,[],producer,2,4,42
8,6,011_1,11,1,[],producer,2,1,43
8,6,010_3,10,3,[],receiver,2,1,44
8,6,010_1,10,1,[],receiver,2,4,45
8,6,100_3,100,3,[],receiver,2,3,46
8,6,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
8,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
8,6,011_1,11,1,[],producer,3,4,41
8,6,001_1,1,1,[],producer,3,1,42
8,6,100_3,100,3,[],producer,3,2,43
8,6,100_1,100,1,[],receiver,3,2,44
8,6,101_3,101,3,[],receiver,3,1,45
8,6,110_1,110,1,[],receiver,3,4,46
8,6,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
8,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
8,6,100_1,100,1,[],producer,4,1,41
8,6,010_1,10,1,[],producer,4,2,42
8,6,110_1,110,1,[],producer,4,3,43
8,6,011_1,11,1,[],receiver,4,3,44
8,6,111_3,111,3,[],receiver,4,2,45
8,6,010_2,10,2,[],receiver,4,1,46
8,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
8,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
8,7,101_2,101,2,[],producer,1,2,49
8,7,001_1,1,1,[],producer,1,3,50
8,7,011_1,11,1,[],producer,1,4,51
8,7,011_1,11,1,[],receiver,1,4,52
8,7,100_1,100,1,[],receiver,1,3,53
8,7,111_2,111,2,[],receiver,1,2,54
8,7,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
8,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
8,7,001_2,1,2,[],producer,2,3,49
8,7,011_3,11,3,[],producer,2,4,50
8,7,111_2,111,2,[],producer,2,1,51
8,7,101_2,101,2,[],receiver,2,1,52
8,7,011_2,11,2,[],receiver,2,4,53
8,7,011_3,11,3,[],receiver,2,3,54
8,7,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
8,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
8,7,010_3,10,3,[],producer,3,4,49
8,7,100_1,100,1,[],producer,3,1,50
8,7,011_3,11,3,[],producer,3,2,51
8,7,001_2,1,2,[],receiver,3,2,52
8,7,001_1,1,1,[],receiver,3,1,53
8,7,111_2,111,2,[],receiver,3,4,54
8,7,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
8,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
8,7,011_1,11,1,[],producer,4,1,49
8,7,011_2,11,2,[],producer,4,2,50
8,7,111_2,111,2,[],producer,4,3,51
8,7,010_3,10,3,[],receiver,4,3,52
8,7,011_3,11,3,[],receiver,4,2,53
8,7,011_1,11,1,[],receiver,4,1,54
8,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
8,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
9,1,101_2,101,2,[],producer,1,2,1
9,1,010_3,10,3,[],producer,1,3,2
9,1,010_1,10,1,[],producer,1,4,3
9,1,100_3,100,3,[],receiver,1,4,4
9,1,101_2,101,2,[],receiver,1,3,5
9,1,111_2,111,2,[],receiver,1,2,6
9,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
9,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
9,1,011_1,11,1,[],producer,2,3,1
9,1,100_3,100,3,[],producer,2,4,2
9,1,111_2,111,2,[],producer,2,1,3
9,1,101_2,101,2,[],receiver,2,1,4
9,1,100_1,100,1,[],receiver,2,4,5
9,1,011_1,11,1,[],receiver,2,3,6
9,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
9,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
9,1,110_1,110,1,[],producer,3,4,1
9,1,101_2,101,2,[],producer,3,1,2
9,1,011_1,11,1,[],producer,3,2,3
9,1,011_1,11,1,[],receiver,3,2,4
9,1,010_3,10,3,[],receiver,3,1,5
9,1,110_3,110,3,[],receiver,3,4,6
9,1,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
9,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
9,1,100_3,100,3,[],producer,4,1,1
9,1,100_1,100,1,[],producer,4,2,2
9,1,110_3,110,3,[],producer,4,3,3
9,1,110_1,110,1,[],receiver,4,3,4
9,1,100_3,100,3,[],receiver,4,2,5
9,1,010_1,10,1,[],receiver,4,1,6
9,1,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
9,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
9,2,100_3,100,3,[],producer,1,2,9
9,2,001_1,1,1,[],producer,1,3,10
9,2,100_2,100,2,[],producer,1,4,11
9,2,001_1,1,1,[],receiver,1,4,12
9,2,001_3,1,3,[],receiver,1,3,13
9,2,011_2,11,2,[],receiver,1,2,14
9,2,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
9,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
9,2,110_2,110,2,[],producer,2,3,9
9,2,110_1,110,1,[],producer,2,4,10
9,2,011_2,11,2,[],producer,2,1,11
9,2,100_3,100,3,[],receiver,2,1,12
9,2,110_2,110,2,[],receiver,2,4,13
9,2,100_1,100,1,[],receiver,2,3,14
9,2,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
9,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
9,2,010_2,10,2,[],producer,3,4,9
9,2,001_3,1,3,[],producer,3,1,10
9,2,100_1,100,1,[],producer,3,2,11
9,2,110_2,110,2,[],receiver,3,2,12
9,2,001_1,1,1,[],receiver,3,1,13
9,2,010_2,10,2,[],receiver,3,4,14
9,2,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
9,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
9,2,001_1,1,1,[],producer,4,1,9
9,2,110_2,110,2,[],producer,4,2,10
9,2,010_2,10,2,[],producer,4,3,11
9,2,010_2,10,2,[],receiver,4,3,12
9,2,110_1,110,1,[],receiver,4,2,13
9,2,100_2,100,2,[],receiver,4,1,14
9,2,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
9,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
9,3,001_3,1,3,[],producer,1,2,17
9,3,011_1,11,1,[],producer,1,3,18
9,3,111_3,111,3,[],producer,1,4,19
9,3,110_1,110,1,[],receiver,1,4,20
9,3,010_1,10,1,[],receiver,1,3,21
9,3,110_3,110,3,[],receiver,1,2,22
9,3,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
9,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
9,3,100_1,100,1,[],producer,2,3,17
9,3,011_3,11,3,[],producer,2,4,18
9,3,110_3,110,3,[],producer,2,1,19
9,3,001_3,1,3,[],receiver,2,1,20
9,3,001_3,1,3,[],receiver,2,4,21
9,3,010_3,10,3,[],receiver,2,3,22
9,3,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
9,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
9,3,001_2,1,2,[],producer,3,4,17
9,3,010_1,10,1,[],producer,3,1,18
9,3,010_3,10,3,[],producer,3,2,19
9,3,100_1,100,1,[],receiver,3,2,20
9,3,011_1,11,1,[],receiver,3,1,21
9,3,001_2,1,2,[],receiver,3,4,22
9,3,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
9,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
9,3,110_1,110,1,[],producer,4,1,17
9,3,001_3,1,3,[],producer,4,2,18
9,3,001_2,1,2,[],producer,4,3,19
9,3,001_2,1,2,[],receiver,4,3,20
9,3,011_3,11,3,[],receiver,4,2,21
9,3,111_3,111,3,[],receiver,4,1,22
9,3,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
9,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
9,4,010_2,10,2,[],producer,1,2,25
9,4,110_1,110,1,[],producer,1,3,26
9,4,001_2,1,2,[],producer,1,4,27
9,4,101_2,101,2,[],receiver,1,4,28
9,4,110_2,110,2,[],receiver,1,3,29
9,4,010_1,10,1,[],receiver,1,2,30
9,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
9,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
9,4,101_2,101,2,[],producer,2,3,25
9,4,010_3,10,3,[],producer,2,4,26
9,4,010_1,10,1,[],producer,2,1,27
9,4,010_2,10,2,[],receiver,2,1,28
9,4,111_1,111,1,[],receiver,2,4,29
9,4,001_1,1,1,[],receiver,2,3,30
9,4,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
9,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
9,4,011_2,11,2,[],producer,3,4,25
9,4,110_2,110,2,[],producer,3,1,26
9,4,001_1,1,1,[],producer,3,2,27
9,4,101_2,101,2,[],receiver,3,2,28
9,4,110_1,110,1,[],receiver,3,1,29
9,4,111_2,111,2,[],receiver,3,4,30
9,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
9,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
9,4,101_2,101,2,[],producer,4,1,25
9,4,111_1,111,1,[],producer,4,2,26
9,4,111_2,111,2,[],producer,4,3,27
9,4,011_2,11,2,[],receiver,4,3,28
9,4,010_3,10,3,[],receiver,4,2,29
9,4,001_2,1,2,[],receiver,4,1,30
9,4,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
9,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
9,5,011_2,11,2,[],producer,1,2,33
9,5,101_3,101,3,[],producer,1,3,34
9,5,011_3,11,3,[],producer,1,4,35
9,5,010_1,10,1,[],receiver,1,4,36
9,5,100_2,100,2,[],receiver,1,3,37
9,5,101_3,101,3,[],receiver,1,2,38
9,5,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
9,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
9,5,001_3,1,3,[],producer,2,3,33
9,5,001_2,1,2,[],producer,2,4,34
9,5,101_3,101,3,[],producer,2,1,35
9,5,011_2,11,2,[],receiver,2,1,36
9,5,011_1,11,1,[],receiver,2,4,37
9,5,110_3,110,3,[],receiver,2,3,38
9,5,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
9,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
9,5,111_1,111,1,[],producer,3,4,33
9,5,100_2,100,2,[],producer,3,1,34
9,5,110_3,110,3,[],producer,3,2,35
9,5,001_3,1,3,[],receiver,3,2,36
9,5,101_3,101,3,[],receiver,3,1,37
9,5,011_2,11,2,[],receiver,3,4,38
9,5,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
9,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
9,5,010_1,10,1,[],producer,4,1,33
9,5,011_1,11,1,[],producer,4,2,34
9,5,011_2,11,2,[],producer,4,3,35
9,5,111_1,111,1,[],receiver,4,3,36
9,5,001_2,1,2,[],receiver,4,2,37
9,5,011_3,11,3,[],receiver,4,1,38
9,5,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
9,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
9,6,110_3,110,3,[],producer,1,2,41
9,6,111_2,111,2,[],producer,1,3,42
9,6,110_2,110,2,[],producer,1,4,43
9,6,111_3,111,3,[],receiver,1,4,44
9,6,011_3,11,3,[],receiver,1,3,45
9,6,100_2,100,2,[],receiver,1,2,46
9,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
9,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
9,6,111_1,111,1,[],producer,2,3,41
9,6,111_3,111,3,[],producer,2,4,42
9,6,100_2,100,2,[],producer,2,1,43
9,6,110_3,110,3,[],receiver,2,1,44
9,6,010_3,10,3,[],receiver,2,4,45
9,6,101_3,101,3,[],receiver,2,3,46
9,6,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
9,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
9,6,100_3,100,3,[],producer,3,4,41
9,6,011_3,11,3,[],producer,3,1,42
9,6,101_3,101,3,[],producer,3,2,43
9,6,111_1,111,1,[],receiver,3,2,44
9,6,111_2,111,2,[],receiver,3,1,45
9,6,100_2,100,2,[],receiver,3,4,46
9,6,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
9,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
9,6,111_3,111,3,[],producer,4,1,41
9,6,010_3,10,3,[],producer,4,2,42
9,6,100_2,100,2,[],producer,4,3,43
9,6,100_3,100,3,[],receiver,4,3,44
9,6,111_3,111,3,[],receiver,4,2,45
9,6,110_2,110,2,[],receiver,4,1,46
9,6,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
9,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
9,7,111_1,111,1,[],producer,1,2,49
9,7,100_1,100,1,[],producer,1,3,50
9,7,101_1,101,1,[],producer,1,4,51
9,7,011_3,11,3,[],receiver,1,4,52
9,7,111_2,111,2,[],receiver,1,3,53
9,7,001_1,1,1,[],receiver,1,2,54
9,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
9,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
9,7,010_2,10,2,[],producer,2,3,49
9,7,101_1,101,1,[],producer,2,4,50
9,7,001_1,1,1,[],producer,2,1,51
9,7,111_1,111,1,[],receiver,2,1,52
9,7,101_3,101,3,[],receiver,2,4,53
9,7,111_3,111,3,[],receiver,2,3,54
9,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
9,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
9,7,101_1,101,1,[],producer,3,4,49
9,7,111_2,111,2,[],producer,3,1,50
9,7,111_3,111,3,[],producer,3,2,51
9,7,010_2,10,2,[],receiver,3,2,52
9,7,100_1,100,1,[],receiver,3,1,53
9,7,101_1,101,1,[],receiver,3,4,54
9,7,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
9,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
9,7,011_3,11,3,[],producer,4,1,49
9,7,101_3,101,3,[],producer,4,2,50
9,7,101_1,101,1,[],producer,4,3,51
9,7,101_1,101,1,[],receiver,4,3,52
9,7,101_1,101,1,[],receiver,4,2,53
9,7,101_1,101,1,[],receiver,4,1,54
9,7,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
9,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
10,1,011_3,11,3,[],producer,1,2,1
10,1,110_2,110,2,[],producer,1,3,2
10,1,001_2,1,2,[],producer,1,4,3
10,1,010_3,10,3,[],receiver,1,4,4
10,1,111_1,111,1,[],receiver,1,3,5
10,1,011_3,11,3,[],receiver,1,2,6
10,1,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
10,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
10,1,011_2,11,2,[],producer,2,3,1
10,1,111_1,111,1,[],producer,2,4,2
10,1,011_3,11,3,[],producer,2,1,3
10,1,011_3,11,3,[],receiver,2,1,4
